StudentId,Gender,Class,Score,Subject,ExamDate
P0002,F,class 2,1,English,3/7/2012
P0002,F,class 2,62,Math,3/7/2012
P0002,F,class 2,18,History,3/7/2012
P0002,F,class 2,87,English,2/6/2012
P0002,F,class 2,74,Math,2/6/2012
P0002,F,class 2,68,History,2/6/2012
P0002,F,class 2,68,English,1/7/2012
P0002,F,class 2,60,Math,1/7/2012
P0002,F,class 2,92,History,1/7/2012
P0002,F,class 2,44,English,12/8/2011
P0002,F,class 2,64,Math,12/8/2011
P0002,F,class 2,98,History,12/8/2011
P0002,F,class 2,38,English,11/8/2011
P0002,F,class 2,45,Math,11/8/2011
P0002,F,class 2,91,History,11/8/2011
P0002,F,class 2,84,English,10/9/2011
P0002,F,class 2,96,Math,10/9/2011
P0002,F,class 2,81,History,10/9/2011
P0002,F,class 2,76,English,9/9/2011
P0002,F,class 2,13,Math,9/9/2011
P0002,F,class 2,66,History,9/9/2011
P0002,F,class 2,76,English,8/10/2011
P0002,F,class 2,1,Math,8/10/2011
P0002,F,class 2,57,History,8/10/2011
P0002,F,class 2,72,English,7/11/2011
P0002,F,class 2,87,Math,7/11/2011
P0002,F,class 2,7,History,7/11/2011
P0002,F,class 2,10,English,6/11/2011
P0002,F,class 2,76,Math,6/11/2011
P0002,F,class 2,40,History,6/11/2011
P0002,F,class 2,27,English,5/12/2011
P0002,F,class 2,94,Math,5/12/2011
P0002,F,class 2,61,History,5/12/2011
P0002,F,class 2,59,English,4/12/2011
P0002,F,class 2,20,Math,4/12/2011
P0002,F,class 2,45,History,4/12/2011
P0002,F,class 2,8,English,3/13/2011
P0002,F,class 2,46,Math,3/13/2011
P0002,F,class 2,9,History,3/13/2011
P0002,F,class 2,97,English,2/11/2011
P0002,F,class 2,7,Math,2/11/2011
P0002,F,class 2,49,History,2/11/2011
P0002,F,class 2,20,English,1/12/2011
P0002,F,class 2,18,Math,1/12/2011
P0002,F,class 2,33,History,1/12/2011
P0002,F,class 2,36,English,12/13/2010
P0002,F,class 2,57,Math,12/13/2010
P0002,F,class 2,59,History,12/13/2010
P0002,F,class 2,73,English,11/13/2010
P0002,F,class 2,26,Math,11/13/2010
P0002,F,class 2,53,History,11/13/2010
P0002,F,class 2,19,English,10/14/2010
P0002,F,class 2,83,Math,10/14/2010
P0002,F,class 2,40,History,10/14/2010
P0002,F,class 2,80,English,9/14/2010
P0002,F,class 2,40,Math,9/14/2010
P0002,F,class 2,77,History,9/14/2010
P0002,F,class 2,91,English,8/15/2010
P0002,F,class 2,49,Math,8/15/2010
P0002,F,class 2,68,History,8/15/2010
P0002,F,class 2,68,English,7/16/2010
P0002,F,class 2,47,Math,7/16/2010
P0002,F,class 2,85,History,7/16/2010
P0002,F,class 2,82,English,6/16/2010
P0002,F,class 2,69,Math,6/16/2010
P0002,F,class 2,49,History,6/16/2010
P0003,M,class 3,83,English,11/2/2012
P0003,M,class 3,27,Math,11/2/2012
P0003,M,class 3,87,History,11/2/2012
P0003,M,class 3,48,English,10/3/2012
P0003,M,class 3,87,Math,10/3/2012
P0003,M,class 3,79,History,10/3/2012
P0003,M,class 3,50,English,9/3/2012
P0003,M,class 3,80,Math,9/3/2012
P0003,M,class 3,83,History,9/3/2012
P0003,M,class 3,63,English,8/4/2012
P0003,M,class 3,70,Math,8/4/2012
P0003,M,class 3,78,History,8/4/2012
P0003,M,class 3,93,English,7/5/2012
P0003,M,class 3,21,Math,7/5/2012
P0003,M,class 3,44,History,7/5/2012
P0003,M,class 3,48,English,6/5/2012
P0003,M,class 3,63,Math,6/5/2012
P0003,M,class 3,76,History,6/5/2012
P0003,M,class 3,78,English,5/6/2012
P0003,M,class 3,49,Math,5/6/2012
P0003,M,class 3,61,History,5/6/2012
P0003,M,class 3,97,English,4/6/2012
P0003,M,class 3,32,Math,4/6/2012
P0003,M,class 3,90,History,4/6/2012
P0003,M,class 3,35,English,3/7/2012
P0003,M,class 3,51,Math,3/7/2012
P0003,M,class 3,42,History,3/7/2012
P0003,M,class 3,13,English,2/6/2012
P0003,M,class 3,17,Math,2/6/2012
P0003,M,class 3,98,History,2/6/2012
P0003,M,class 3,91,English,1/7/2012
P0003,M,class 3,88,Math,1/7/2012
P0003,M,class 3,65,History,1/7/2012
P0003,M,class 3,31,English,12/8/2011
P0003,M,class 3,34,Math,12/8/2011
P0003,M,class 3,62,History,12/8/2011
P0003,M,class 3,83,English,11/8/2011
P0003,M,class 3,11,Math,11/8/2011
P0003,M,class 3,2,History,11/8/2011
P0003,M,class 3,54,English,10/9/2011
P0003,M,class 3,57,Math,10/9/2011
P0003,M,class 3,93,History,10/9/2011
P0003,M,class 3,66,English,9/9/2011
P0003,M,class 3,9,Math,9/9/2011
P0003,M,class 3,42,History,9/9/2011
P0003,M,class 3,6,English,8/10/2011
P0003,M,class 3,90,Math,8/10/2011
P0003,M,class 3,71,History,8/10/2011
P0003,M,class 3,81,English,7/11/2011
P0003,M,class 3,100,Math,7/11/2011
P0003,M,class 3,84,History,7/11/2011
P0003,M,class 3,57,English,6/11/2011
P0003,M,class 3,19,Math,6/11/2011
P0003,M,class 3,83,History,6/11/2011
P0003,M,class 3,35,English,5/12/2011
P0003,M,class 3,43,Math,5/12/2011
P0003,M,class 3,97,History,5/12/2011
P0003,M,class 3,24,English,4/12/2011
P0003,M,class 3,76,Math,4/12/2011
P0003,M,class 3,89,History,4/12/2011
P0003,M,class 3,97,English,3/13/2011
P0003,M,class 3,8,Math,3/13/2011
P0003,M,class 3,21,History,3/13/2011
P0003,M,class 3,68,English,2/11/2011
P0003,M,class 3,100,Math,2/11/2011
P0003,M,class 3,73,History,2/11/2011
P0003,M,class 3,39,English,1/12/2011
P0003,M,class 3,3,Math,1/12/2011
P0003,M,class 3,64,History,1/12/2011
P0003,M,class 3,12,English,12/13/2010
P0003,M,class 3,65,Math,12/13/2010
P0003,M,class 3,83,History,12/13/2010
P0003,M,class 3,100,English,11/13/2010
P0003,M,class 3,7,Math,11/13/2010
P0003,M,class 3,100,History,11/13/2010
P0003,M,class 3,36,English,10/14/2010
P0003,M,class 3,41,Math,10/14/2010
P0003,M,class 3,61,History,10/14/2010
P0003,M,class 3,28,English,9/14/2010
P0003,M,class 3,17,Math,9/14/2010
P0003,M,class 3,10,History,9/14/2010
P0003,M,class 3,93,English,8/15/2010
P0003,M,class 3,41,Math,8/15/2010
P0003,M,class 3,55,History,8/15/2010
P0003,M,class 3,84,English,7/16/2010
P0003,M,class 3,12,Math,7/16/2010
P0003,M,class 3,13,History,7/16/2010
P0003,M,class 3,23,English,6/16/2010
P0003,M,class 3,23,Math,6/16/2010
P0003,M,class 3,56,History,6/16/2010
P0004,F,class 1,28,English,11/2/2012
P0004,F,class 1,30,Math,11/2/2012
P0004,F,class 1,83,History,11/2/2012
P0004,F,class 1,12,English,10/3/2012
P0004,F,class 1,27,Math,10/3/2012
P0004,F,class 1,86,History,10/3/2012
P0004,F,class 1,89,English,9/3/2012
P0004,F,class 1,74,Math,9/3/2012
P0004,F,class 1,34,History,9/3/2012
P0004,F,class 1,26,English,8/4/2012
P0004,F,class 1,89,Math,8/4/2012
P0004,F,class 1,64,History,8/4/2012
P0004,F,class 1,17,English,7/5/2012
P0004,F,class 1,61,Math,7/5/2012
P0004,F,class 1,56,History,7/5/2012
P0004,F,class 1,42,English,6/5/2012
P0004,F,class 1,6,Math,6/5/2012
P0004,F,class 1,39,History,6/5/2012
P0004,F,class 1,100,English,5/6/2012
P0004,F,class 1,37,Math,5/6/2012
P0004,F,class 1,53,History,5/6/2012
P0004,F,class 1,35,English,4/6/2012
P0004,F,class 1,62,Math,4/6/2012
P0004,F,class 1,70,History,4/6/2012
P0004,F,class 1,68,English,3/7/2012
P0004,F,class 1,76,Math,3/7/2012
P0004,F,class 1,68,History,3/7/2012
P0004,F,class 1,27,English,2/6/2012
P0004,F,class 1,16,Math,2/6/2012
P0004,F,class 1,41,History,2/6/2012
P0004,F,class 1,23,English,1/7/2012
P0004,F,class 1,39,Math,1/7/2012
P0004,F,class 1,35,History,1/7/2012
P0004,F,class 1,16,English,12/8/2011
P0004,F,class 1,59,Math,12/8/2011
P0004,F,class 1,73,History,12/8/2011
P0004,F,class 1,11,English,11/8/2011
P0004,F,class 1,74,Math,11/8/2011
P0004,F,class 1,74,History,11/8/2011
P0004,F,class 1,29,English,10/9/2011
P0004,F,class 1,97,Math,10/9/2011
P0004,F,class 1,77,History,10/9/2011
P0004,F,class 1,27,English,9/9/2011
P0004,F,class 1,83,Math,9/9/2011
P0004,F,class 1,59,History,9/9/2011
P0004,F,class 1,78,English,8/10/2011
P0004,F,class 1,43,Math,8/10/2011
P0004,F,class 1,13,History,8/10/2011
P0004,F,class 1,64,English,7/11/2011
P0004,F,class 1,74,Math,7/11/2011
P0004,F,class 1,59,History,7/11/2011
P0004,F,class 1,31,English,6/11/2011
P0004,F,class 1,38,Math,6/11/2011
P0004,F,class 1,21,History,6/11/2011
P0004,F,class 1,86,English,5/12/2011
P0004,F,class 1,34,Math,5/12/2011
P0004,F,class 1,95,History,5/12/2011
P0004,F,class 1,47,English,4/12/2011
P0004,F,class 1,47,Math,4/12/2011
P0004,F,class 1,70,History,4/12/2011
P0004,F,class 1,96,English,3/13/2011
P0004,F,class 1,100,Math,3/13/2011
P0004,F,class 1,50,History,3/13/2011
P0004,F,class 1,9,English,2/11/2011
P0004,F,class 1,54,Math,2/11/2011
P0004,F,class 1,70,History,2/11/2011
P0004,F,class 1,11,English,1/12/2011
P0004,F,class 1,94,Math,1/12/2011
P0004,F,class 1,39,History,1/12/2011
P0004,F,class 1,28,English,12/13/2010
P0004,F,class 1,51,Math,12/13/2010
P0004,F,class 1,11,History,12/13/2010
P0004,F,class 1,5,English,11/13/2010
P0004,F,class 1,21,Math,11/13/2010
P0004,F,class 1,79,History,11/13/2010
P0004,F,class 1,64,English,10/14/2010
P0004,F,class 1,55,Math,10/14/2010
P0004,F,class 1,76,History,10/14/2010
P0004,F,class 1,93,English,9/14/2010
P0004,F,class 1,63,Math,9/14/2010
P0004,F,class 1,81,History,9/14/2010
P0004,F,class 1,24,English,8/15/2010
P0004,F,class 1,70,Math,8/15/2010
P0004,F,class 1,28,History,8/15/2010
P0004,F,class 1,65,English,7/16/2010
P0004,F,class 1,9,Math,7/16/2010
P0004,F,class 1,46,History,7/16/2010
P0004,F,class 1,54,English,6/16/2010
P0004,F,class 1,100,Math,6/16/2010
P0004,F,class 1,70,History,6/16/2010
P0005,M,class 4,56,English,11/2/2012
P0005,M,class 4,44,Math,11/2/2012
P0005,M,class 4,95,History,11/2/2012
P0005,M,class 4,61,English,10/3/2012
P0005,M,class 4,77,Math,10/3/2012
P0005,M,class 4,52,History,10/3/2012
P0005,M,class 4,60,English,9/3/2012
P0005,M,class 4,76,Math,9/3/2012
P0005,M,class 4,83,History,9/3/2012
P0005,M,class 4,93,English,8/4/2012
P0005,M,class 4,14,Math,8/4/2012
P0005,M,class 4,99,History,8/4/2012
P0005,M,class 4,69,English,7/5/2012
P0005,M,class 4,39,Math,7/5/2012
P0005,M,class 4,10,History,7/5/2012
P0005,M,class 4,57,English,6/5/2012
P0005,M,class 4,48,Math,6/5/2012
P0005,M,class 4,12,History,6/5/2012
P0005,M,class 4,93,English,5/6/2012
P0005,M,class 4,22,Math,5/6/2012
P0005,M,class 4,71,History,5/6/2012
P0005,M,class 4,72,English,4/6/2012
P0005,M,class 4,91,Math,4/6/2012
P0005,M,class 4,32,History,4/6/2012
P0005,M,class 4,7,English,3/7/2012
P0005,M,class 4,12,Math,3/7/2012
P0005,M,class 4,69,History,3/7/2012
P0005,M,class 4,76,English,2/6/2012
P0005,M,class 4,76,Math,2/6/2012
P0005,M,class 4,67,History,2/6/2012
P0005,M,class 4,96,English,1/7/2012
P0005,M,class 4,27,Math,1/7/2012
P0005,M,class 4,3,History,1/7/2012
P0005,M,class 4,82,English,12/8/2011
P0005,M,class 4,8,Math,12/8/2011
P0005,M,class 4,55,History,12/8/2011
P0005,M,class 4,44,English,11/8/2011
P0005,M,class 4,50,Math,11/8/2011
P0005,M,class 4,11,History,11/8/2011
P0005,M,class 4,94,English,10/9/2011
P0005,M,class 4,79,Math,10/9/2011
P0005,M,class 4,25,History,10/9/2011
P0005,M,class 4,87,English,9/9/2011
P0005,M,class 4,27,Math,9/9/2011
P0005,M,class 4,50,History,9/9/2011
P0005,M,class 4,9,English,8/10/2011
P0005,M,class 4,18,Math,8/10/2011
P0005,M,class 4,1,History,8/10/2011
P0005,M,class 4,14,English,7/11/2011
P0005,M,class 4,73,Math,7/11/2011
P0005,M,class 4,59,History,7/11/2011
P0005,M,class 4,4,English,6/11/2011
P0005,M,class 4,19,Math,6/11/2011
P0005,M,class 4,42,History,6/11/2011
P0005,M,class 4,28,English,5/12/2011
P0005,M,class 4,77,Math,5/12/2011
P0005,M,class 4,47,History,5/12/2011
P0005,M,class 4,77,English,4/12/2011
P0005,M,class 4,88,Math,4/12/2011
P0005,M,class 4,66,History,4/12/2011
P0005,M,class 4,83,English,3/13/2011
P0005,M,class 4,92,Math,3/13/2011
P0005,M,class 4,47,History,3/13/2011
P0005,M,class 4,64,English,2/11/2011
P0005,M,class 4,93,Math,2/11/2011
P0005,M,class 4,82,History,2/11/2011
P0005,M,class 4,25,English,1/12/2011
P0005,M,class 4,63,Math,1/12/2011
P0005,M,class 4,50,History,1/12/2011
P0005,M,class 4,13,English,12/13/2010
P0005,M,class 4,38,Math,12/13/2010
P0005,M,class 4,12,History,12/13/2010
P0005,M,class 4,19,English,11/13/2010
P0005,M,class 4,47,Math,11/13/2010
P0005,M,class 4,13,History,11/13/2010
P0005,M,class 4,93,English,10/14/2010
P0005,M,class 4,96,Math,10/14/2010
P0005,M,class 4,93,History,10/14/2010
P0005,M,class 4,97,English,9/14/2010
P0005,M,class 4,9,Math,9/14/2010
P0005,M,class 4,89,History,9/14/2010
P0005,M,class 4,85,English,8/15/2010
P0005,M,class 4,61,Math,8/15/2010
P0005,M,class 4,38,History,8/15/2010
P0005,M,class 4,53,English,7/16/2010
P0005,M,class 4,66,Math,7/16/2010
P0005,M,class 4,99,History,7/16/2010
P0005,M,class 4,49,English,6/16/2010
P0005,M,class 4,57,Math,6/16/2010
P0005,M,class 4,46,History,6/16/2010
P0006,F,class 1,61,English,11/2/2012
P0006,F,class 1,84,Math,11/2/2012
P0006,F,class 1,98,History,11/2/2012
P0006,F,class 1,9,English,10/3/2012
P0006,F,class 1,90,Math,10/3/2012
P0006,F,class 1,51,History,10/3/2012
P0006,F,class 1,63,English,9/3/2012
P0006,F,class 1,40,Math,9/3/2012
P0006,F,class 1,80,History,9/3/2012
P0006,F,class 1,72,English,8/4/2012
P0006,F,class 1,51,Math,8/4/2012
P0006,F,class 1,39,History,8/4/2012
P0006,F,class 1,68,English,7/5/2012
P0006,F,class 1,68,Math,7/5/2012
P0006,F,class 1,73,History,7/5/2012
P0006,F,class 1,18,English,6/5/2012
P0006,F,class 1,79,Math,6/5/2012
P0006,F,class 1,78,History,6/5/2012
P0006,F,class 1,17,English,5/6/2012
P0006,F,class 1,51,Math,5/6/2012
P0006,F,class 1,45,History,5/6/2012
P0006,F,class 1,12,English,4/6/2012
P0006,F,class 1,28,Math,4/6/2012
P0006,F,class 1,72,History,4/6/2012
P0006,F,class 1,12,English,3/7/2012
P0006,F,class 1,84,Math,3/7/2012
P0006,F,class 1,90,History,3/7/2012
P0006,F,class 1,52,English,2/6/2012
P0006,F,class 1,86,Math,2/6/2012
P0006,F,class 1,56,History,2/6/2012
P0006,F,class 1,96,English,1/7/2012
P0006,F,class 1,30,Math,1/7/2012
P0006,F,class 1,54,History,1/7/2012
P0006,F,class 1,83,English,12/8/2011
P0006,F,class 1,65,Math,12/8/2011
P0006,F,class 1,53,History,12/8/2011
P0006,F,class 1,67,English,11/8/2011
P0006,F,class 1,38,Math,11/8/2011
P0006,F,class 1,57,History,11/8/2011
P0006,F,class 1,100,English,10/9/2011
P0006,F,class 1,30,Math,10/9/2011
P0006,F,class 1,3,History,10/9/2011
P0006,F,class 1,29,English,9/9/2011
P0006,F,class 1,98,Math,9/9/2011
P0006,F,class 1,29,History,9/9/2011
P0006,F,class 1,32,English,8/10/2011
P0006,F,class 1,38,Math,8/10/2011
P0006,F,class 1,30,History,8/10/2011
P0006,F,class 1,66,English,7/11/2011
P0006,F,class 1,96,Math,7/11/2011
P0006,F,class 1,19,History,7/11/2011
P0006,F,class 1,91,English,6/11/2011
P0006,F,class 1,3,Math,6/11/2011
P0006,F,class 1,28,History,6/11/2011
P0006,F,class 1,11,English,5/12/2011
P0006,F,class 1,86,Math,5/12/2011
P0006,F,class 1,9,History,5/12/2011
P0006,F,class 1,97,English,4/12/2011
P0006,F,class 1,47,Math,4/12/2011
P0006,F,class 1,49,History,4/12/2011
P0006,F,class 1,84,English,3/13/2011
P0006,F,class 1,74,Math,3/13/2011
P0006,F,class 1,18,History,3/13/2011
P0006,F,class 1,23,English,2/11/2011
P0006,F,class 1,29,Math,2/11/2011
P0006,F,class 1,29,History,2/11/2011
P0006,F,class 1,96,English,1/12/2011
P0006,F,class 1,89,Math,1/12/2011
P0006,F,class 1,83,History,1/12/2011
P0006,F,class 1,55,English,12/13/2010
P0006,F,class 1,76,Math,12/13/2010
P0006,F,class 1,2,History,12/13/2010
P0006,F,class 1,60,English,11/13/2010
P0006,F,class 1,10,Math,11/13/2010
P0006,F,class 1,95,History,11/13/2010
P0006,F,class 1,70,English,10/14/2010
P0006,F,class 1,47,Math,10/14/2010
P0006,F,class 1,90,History,10/14/2010
P0006,F,class 1,73,English,9/14/2010
P0006,F,class 1,42,Math,9/14/2010
P0006,F,class 1,46,History,9/14/2010
P0006,F,class 1,51,English,8/15/2010
P0006,F,class 1,36,Math,8/15/2010
P0006,F,class 1,23,History,8/15/2010
P0006,F,class 1,46,English,7/16/2010
P0006,F,class 1,27,Math,7/16/2010
P0006,F,class 1,71,History,7/16/2010
P0006,F,class 1,100,English,6/16/2010
P0006,F,class 1,17,Math,6/16/2010
P0006,F,class 1,64,History,6/16/2010
P0007,F,class 3,13,English,11/2/2012
P0007,F,class 3,77,Math,11/2/2012
P0007,F,class 3,55,History,11/2/2012
P0007,F,class 3,21,English,10/3/2012
P0007,F,class 3,71,Math,10/3/2012
P0007,F,class 3,94,History,10/3/2012
P0007,F,class 3,39,English,9/3/2012
P0007,F,class 3,64,Math,9/3/2012
P0007,F,class 3,6,History,9/3/2012
P0007,F,class 3,9,English,8/4/2012
P0007,F,class 3,76,Math,8/4/2012
P0007,F,class 3,89,History,8/4/2012
P0007,F,class 3,57,English,7/5/2012
P0007,F,class 3,13,Math,7/5/2012
P0007,F,class 3,87,History,7/5/2012
P0007,F,class 3,14,English,6/5/2012
P0007,F,class 3,5,Math,6/5/2012
P0007,F,class 3,43,History,6/5/2012
P0007,F,class 3,53,English,5/6/2012
P0007,F,class 3,71,Math,5/6/2012
P0007,F,class 3,87,History,5/6/2012
P0007,F,class 3,4,English,4/6/2012
P0007,F,class 3,94,Math,4/6/2012
