StudentId,Gender,Class,Score,Subject,ExamDate
P0050,M,class 4,98,Math,6/11/2011
P0050,M,class 4,3,History,6/11/2011
P0050,M,class 4,58,English,5/12/2011
P0050,M,class 4,42,Math,5/12/2011
P0050,M,class 4,53,History,5/12/2011
P0050,M,class 4,26,English,4/12/2011
P0050,M,class 4,99,Math,4/12/2011
P0050,M,class 4,95,History,4/12/2011
P0050,M,class 4,9,English,3/13/2011
P0050,M,class 4,84,Math,3/13/2011
P0050,M,class 4,97,History,3/13/2011
P0050,M,class 4,5,English,2/11/2011
P0050,M,class 4,8,Math,2/11/2011
P0050,M,class 4,65,History,2/11/2011
P0050,M,class 4,10,English,1/12/2011
P0050,M,class 4,88,Math,1/12/2011
P0050,M,class 4,87,History,1/12/2011
P0050,M,class 4,34,English,12/13/2010
P0050,M,class 4,66,Math,12/13/2010
P0050,M,class 4,20,History,12/13/2010
P0050,M,class 4,55,English,11/13/2010
P0050,M,class 4,4,Math,11/13/2010
P0050,M,class 4,44,History,11/13/2010
P0050,M,class 4,30,English,10/14/2010
P0050,M,class 4,13,Math,10/14/2010
P0050,M,class 4,66,History,10/14/2010
P0050,M,class 4,31,English,9/14/2010
P0050,M,class 4,94,Math,9/14/2010
P0050,M,class 4,85,History,9/14/2010
P0050,M,class 4,44,English,8/15/2010
P0050,M,class 4,16,Math,8/15/2010
P0050,M,class 4,61,History,8/15/2010
P0050,M,class 4,47,English,7/16/2010
P0050,M,class 4,54,Math,7/16/2010
P0050,M,class 4,93,History,7/16/2010
P0050,M,class 4,26,English,6/16/2010
P0050,M,class 4,14,Math,6/16/2010
P0050,M,class 4,97,History,6/16/2010
P0051,M,class 2,87,English,11/2/2012
P0051,M,class 2,68,Math,11/2/2012
P0051,M,class 2,54,History,11/2/2012
P0051,M,class 2,45,English,10/3/2012
P0051,M,class 2,28,Math,10/3/2012
P0051,M,class 2,91,History,10/3/2012
P0051,M,class 2,88,English,9/3/2012
P0051,M,class 2,56,Math,9/3/2012
P0051,M,class 2,33,History,9/3/2012
P0051,M,class 2,77,English,8/4/2012
P0051,M,class 2,48,Math,8/4/2012
P0051,M,class 2,70,History,8/4/2012
P0051,M,class 2,28,English,7/5/2012
P0051,M,class 2,53,Math,7/5/2012
P0051,M,class 2,5,History,7/5/2012
P0051,M,class 2,79,English,6/5/2012
P0051,M,class 2,35,Math,6/5/2012
P0051,M,class 2,12,History,6/5/2012
P0051,M,class 2,16,English,5/6/2012
P0051,M,class 2,48,Math,5/6/2012
P0051,M,class 2,20,History,5/6/2012
P0051,M,class 2,38,English,4/6/2012
P0051,M,class 2,15,Math,4/6/2012
P0051,M,class 2,56,History,4/6/2012
P0051,M,class 2,19,English,3/7/2012
P0051,M,class 2,91,Math,3/7/2012
P0051,M,class 2,76,History,3/7/2012
P0051,M,class 2,7,English,2/6/2012
P0051,M,class 2,32,Math,2/6/2012
P0051,M,class 2,56,History,2/6/2012
P0051,M,class 2,79,English,1/7/2012
P0051,M,class 2,66,Math,1/7/2012
P0051,M,class 2,84,History,1/7/2012
P0051,M,class 2,2,English,12/8/2011
P0051,M,class 2,37,Math,12/8/2011
P0051,M,class 2,24,History,12/8/2011
P0051,M,class 2,64,English,11/8/2011
P0051,M,class 2,58,Math,11/8/2011
P0051,M,class 2,1,History,11/8/2011
P0051,M,class 2,45,English,10/9/2011
P0051,M,class 2,56,Math,10/9/2011
P0051,M,class 2,56,History,10/9/2011
P0051,M,class 2,5,English,9/9/2011
P0051,M,class 2,76,Math,9/9/2011
P0051,M,class 2,83,History,9/9/2011
P0051,M,class 2,31,English,8/10/2011
P0051,M,class 2,74,Math,8/10/2011
P0051,M,class 2,62,History,8/10/2011
P0051,M,class 2,93,English,7/11/2011
P0051,M,class 2,28,Math,7/11/2011
P0051,M,class 2,73,History,7/11/2011
P0051,M,class 2,98,English,6/11/2011
P0051,M,class 2,19,Math,6/11/2011
P0051,M,class 2,11,History,6/11/2011
P0051,M,class 2,58,English,5/12/2011
P0051,M,class 2,99,Math,5/12/2011
P0051,M,class 2,46,History,5/12/2011
P0051,M,class 2,85,English,4/12/2011
P0051,M,class 2,31,Math,4/12/2011
P0051,M,class 2,63,History,4/12/2011
P0051,M,class 2,38,English,3/13/2011
P0051,M,class 2,75,Math,3/13/2011
P0051,M,class 2,19,History,3/13/2011
P0051,M,class 2,98,English,2/11/2011
P0051,M,class 2,22,Math,2/11/2011
P0051,M,class 2,79,History,2/11/2011
P0051,M,class 2,5,English,1/12/2011
P0051,M,class 2,78,Math,1/12/2011
P0051,M,class 2,53,History,1/12/2011
P0051,M,class 2,19,English,12/13/2010
P0051,M,class 2,83,Math,12/13/2010
P0051,M,class 2,39,History,12/13/2010
P0051,M,class 2,37,English,11/13/2010
P0051,M,class 2,67,Math,11/13/2010
P0051,M,class 2,84,History,11/13/2010
P0051,M,class 2,2,English,10/14/2010
P0051,M,class 2,48,Math,10/14/2010
P0051,M,class 2,56,History,10/14/2010
P0051,M,class 2,94,English,9/14/2010
P0051,M,class 2,44,Math,9/14/2010
P0051,M,class 2,24,History,9/14/2010
P0051,M,class 2,67,English,8/15/2010
P0051,M,class 2,42,Math,8/15/2010
P0051,M,class 2,56,History,8/15/2010
P0051,M,class 2,24,English,7/16/2010
P0051,M,class 2,47,Math,7/16/2010
P0051,M,class 2,81,History,7/16/2010
P0051,M,class 2,58,English,6/16/2010
P0051,M,class 2,33,Math,6/16/2010
P0051,M,class 2,21,History,6/16/2010
P0052,M,class 3,7,English,11/2/2012
P0052,M,class 3,10,Math,11/2/2012
P0052,M,class 3,75,History,11/2/2012
P0052,M,class 3,50,English,10/3/2012
P0052,M,class 3,100,Math,10/3/2012
P0052,M,class 3,91,History,10/3/2012
P0052,M,class 3,51,English,9/3/2012
P0052,M,class 3,15,Math,9/3/2012
P0052,M,class 3,75,History,9/3/2012
P0052,M,class 3,12,English,8/4/2012
P0052,M,class 3,88,Math,8/4/2012
P0052,M,class 3,90,History,8/4/2012
P0052,M,class 3,75,English,7/5/2012
P0052,M,class 3,53,Math,7/5/2012
P0052,M,class 3,30,History,7/5/2012
P0052,M,class 3,79,English,6/5/2012
P0052,M,class 3,43,Math,6/5/2012
P0052,M,class 3,71,History,6/5/2012
P0052,M,class 3,48,English,5/6/2012
P0052,M,class 3,8,Math,5/6/2012
P0052,M,class 3,42,History,5/6/2012
P0052,M,class 3,52,English,4/6/2012
P0052,M,class 3,2,Math,4/6/2012
P0052,M,class 3,76,History,4/6/2012
P0052,M,class 3,43,English,3/7/2012
P0052,M,class 3,99,Math,3/7/2012
P0052,M,class 3,32,History,3/7/2012
P0052,M,class 3,24,English,2/6/2012
P0052,M,class 3,71,Math,2/6/2012
P0052,M,class 3,39,History,2/6/2012
P0052,M,class 3,56,English,1/7/2012
P0052,M,class 3,87,Math,1/7/2012
P0052,M,class 3,20,History,1/7/2012
P0052,M,class 3,78,English,12/8/2011
P0052,M,class 3,89,Math,12/8/2011
P0052,M,class 3,83,History,12/8/2011
P0052,M,class 3,78,English,11/8/2011
P0052,M,class 3,9,Math,11/8/2011
P0052,M,class 3,83,History,11/8/2011
P0052,M,class 3,27,English,10/9/2011
P0052,M,class 3,25,Math,10/9/2011
P0052,M,class 3,35,History,10/9/2011
P0052,M,class 3,26,English,9/9/2011
P0052,M,class 3,32,Math,9/9/2011
P0052,M,class 3,62,History,9/9/2011
P0052,M,class 3,15,English,8/10/2011
P0052,M,class 3,26,Math,8/10/2011
P0052,M,class 3,33,History,8/10/2011
P0052,M,class 3,31,English,7/11/2011
P0052,M,class 3,8,Math,7/11/2011
P0052,M,class 3,46,History,7/11/2011
P0052,M,class 3,51,English,6/11/2011
P0052,M,class 3,53,Math,6/11/2011
P0052,M,class 3,25,History,6/11/2011
P0052,M,class 3,86,English,5/12/2011
P0052,M,class 3,1,Math,5/12/2011
P0052,M,class 3,62,History,5/12/2011
P0052,M,class 3,86,English,4/12/2011
P0052,M,class 3,31,Math,4/12/2011
P0052,M,class 3,21,History,4/12/2011
P0052,M,class 3,28,English,3/13/2011
P0052,M,class 3,50,Math,3/13/2011
P0052,M,class 3,29,History,3/13/2011
P0052,M,class 3,32,English,2/11/2011
P0052,M,class 3,77,Math,2/11/2011
P0052,M,class 3,37,History,2/11/2011
P0052,M,class 3,28,English,1/12/2011
P0052,M,class 3,49,Math,1/12/2011
P0052,M,class 3,88,History,1/12/2011
P0052,M,class 3,26,English,12/13/2010
P0052,M,class 3,75,Math,12/13/2010
P0052,M,class 3,6,History,12/13/2010
P0052,M,class 3,45,English,11/13/2010
P0052,M,class 3,35,Math,11/13/2010
P0052,M,class 3,59,History,11/13/2010
P0052,M,class 3,78,English,10/14/2010
P0052,M,class 3,70,Math,10/14/2010
P0052,M,class 3,25,History,10/14/2010
P0052,M,class 3,37,English,9/14/2010
P0052,M,class 3,23,Math,9/14/2010
P0052,M,class 3,9,History,9/14/2010
P0052,M,class 3,4,English,8/15/2010
P0052,M,class 3,95,Math,8/15/2010
P0052,M,class 3,52,History,8/15/2010
P0052,M,class 3,52,English,7/16/2010
P0052,M,class 3,2,Math,7/16/2010
P0052,M,class 3,5,History,7/16/2010
P0052,M,class 3,75,English,6/16/2010
P0052,M,class 3,43,Math,6/16/2010
P0052,M,class 3,48,History,6/16/2010
P0053,F,class 3,32,English,11/2/2012
P0053,F,class 3,79,Math,11/2/2012
P0053,F,class 3,27,History,11/2/2012
P0053,F,class 3,91,English,10/3/2012
P0053,F,class 3,97,Math,10/3/2012
P0053,F,class 3,97,History,10/3/2012
P0053,F,class 3,15,English,9/3/2012
P0053,F,class 3,66,Math,9/3/2012
P0053,F,class 3,51,History,9/3/2012
P0053,F,class 3,21,English,8/4/2012
P0053,F,class 3,82,Math,8/4/2012
P0053,F,class 3,31,History,8/4/2012
P0053,F,class 3,69,English,7/5/2012
P0053,F,class 3,8,Math,7/5/2012
P0053,F,class 3,50,History,7/5/2012
P0053,F,class 3,86,English,6/5/2012
P0053,F,class 3,15,Math,6/5/2012
P0053,F,class 3,50,History,6/5/2012
P0053,F,class 3,47,English,5/6/2012
P0053,F,class 3,60,Math,5/6/2012
P0053,F,class 3,61,History,5/6/2012
P0053,F,class 3,45,English,4/6/2012
P0053,F,class 3,70,Math,4/6/2012
P0053,F,class 3,39,History,4/6/2012
P0053,F,class 3,32,English,3/7/2012
P0053,F,class 3,53,Math,3/7/2012
P0053,F,class 3,19,History,3/7/2012
P0053,F,class 3,45,English,2/6/2012
P0053,F,class 3,55,Math,2/6/2012
P0053,F,class 3,37,History,2/6/2012
P0053,F,class 3,57,English,1/7/2012
P0053,F,class 3,74,Math,1/7/2012
P0053,F,class 3,40,History,1/7/2012
P0053,F,class 3,53,English,12/8/2011
P0053,F,class 3,29,Math,12/8/2011
P0053,F,class 3,16,History,12/8/2011
P0053,F,class 3,2,English,11/8/2011
P0053,F,class 3,73,Math,11/8/2011
P0053,F,class 3,68,History,11/8/2011
P0053,F,class 3,88,English,10/9/2011
P0053,F,class 3,70,Math,10/9/2011
P0053,F,class 3,55,History,10/9/2011
P0053,F,class 3,58,English,9/9/2011
P0053,F,class 3,64,Math,9/9/2011
P0053,F,class 3,6,History,9/9/2011
P0053,F,class 3,74,English,8/10/2011
P0053,F,class 3,82,Math,8/10/2011
P0053,F,class 3,31,History,8/10/2011
P0053,F,class 3,38,English,7/11/2011
P0053,F,class 3,27,Math,7/11/2011
P0053,F,class 3,30,History,7/11/2011
P0053,F,class 3,1,English,6/11/2011
P0053,F,class 3,91,Math,6/11/2011
P0053,F,class 3,29,History,6/11/2011
P0053,F,class 3,97,English,5/12/2011
P0053,F,class 3,29,Math,5/12/2011
P0053,F,class 3,95,History,5/12/2011
P0053,F,class 3,16,English,4/12/2011
P0053,F,class 3,54,Math,4/12/2011
P0053,F,class 3,69,History,4/12/2011
P0053,F,class 3,74,English,3/13/2011
P0053,F,class 3,89,Math,3/13/2011
P0053,F,class 3,93,History,3/13/2011
P0053,F,class 3,33,English,2/11/2011
P0053,F,class 3,23,Math,2/11/2011
P0053,F,class 3,42,History,2/11/2011
P0053,F,class 3,84,English,1/12/2011
P0053,F,class 3,55,Math,1/12/2011
P0053,F,class 3,94,History,1/12/2011
P0053,F,class 3,41,English,12/13/2010
P0053,F,class 3,38,Math,12/13/2010
P0053,F,class 3,71,History,12/13/2010
P0053,F,class 3,22,English,11/13/2010
P0053,F,class 3,40,Math,11/13/2010
P0053,F,class 3,91,History,11/13/2010
P0053,F,class 3,55,English,10/14/2010
P0053,F,class 3,24,Math,10/14/2010
P0053,F,class 3,57,History,10/14/2010
P0053,F,class 3,61,English,9/14/2010
P0053,F,class 3,14,Math,9/14/2010
P0053,F,class 3,74,History,9/14/2010
P0053,F,class 3,56,English,8/15/2010
P0053,F,class 3,17,Math,8/15/2010
P0053,F,class 3,35,History,8/15/2010
P0053,F,class 3,82,English,7/16/2010
P0053,F,class 3,50,Math,7/16/2010
P0053,F,class 3,99,History,7/16/2010
P0053,F,class 3,69,English,6/16/2010
P0053,F,class 3,16,Math,6/16/2010
P0053,F,class 3,71,History,6/16/2010
P0054,F,class 3,35,English,11/2/2012
P0054,F,class 3,61,Math,11/2/2012
P0054,F,class 3,12,History,11/2/2012
P0054,F,class 3,84,English,10/3/2012
P0054,F,class 3,69,Math,10/3/2012
P0054,F,class 3,28,History,10/3/2012
P0054,F,class 3,11,English,9/3/2012
P0054,F,class 3,72,Math,9/3/2012
P0054,F,class 3,66,History,9/3/2012
P0054,F,class 3,26,English,8/4/2012
P0054,F,class 3,69,Math,8/4/2012
P0054,F,class 3,30,History,8/4/2012
P0054,F,class 3,86,English,7/5/2012
P0054,F,class 3,24,Math,7/5/2012
P0054,F,class 3,50,History,7/5/2012
P0054,F,class 3,21,English,6/5/2012
P0054,F,class 3,10,Math,6/5/2012
P0054,F,class 3,82,History,6/5/2012
P0054,F,class 3,34,English,5/6/2012
P0054,F,class 3,98,Math,5/6/2012
P0054,F,class 3,20,History,5/6/2012
P0054,F,class 3,76,English,4/6/2012
P0054,F,class 3,14,Math,4/6/2012
P0054,F,class 3,24,History,4/6/2012
P0054,F,class 3,36,English,3/7/2012
P0054,F,class 3,58,Math,3/7/2012
P0054,F,class 3,24,History,3/7/2012
P0054,F,class 3,91,English,2/6/2012
P0054,F,class 3,3,Math,2/6/2012
P0054,F,class 3,16,History,2/6/2012
P0054,F,class 3,61,English,1/7/2012
P0054,F,class 3,46,Math,1/7/2012
P0054,F,class 3,96,History,1/7/2012
P0054,F,class 3,51,English,12/8/2011
P0054,F,class 3,43,Math,12/8/2011
P0054,F,class 3,86,History,12/8/2011
P0054,F,class 3,86,English,11/8/2011
P0054,F,class 3,79,Math,11/8/2011
P0054,F,class 3,39,History,11/8/2011
P0054,F,class 3,18,English,10/9/2011
P0054,F,class 3,53,Math,10/9/2011
P0054,F,class 3,70,History,10/9/2011
P0054,F,class 3,53,English,9/9/2011
P0054,F,class 3,17,Math,9/9/2011
P0054,F,class 3,69,History,9/9/2011
P0054,F,class 3,14,English,8/10/2011
P0054,F,class 3,31,Math,8/10/2011
P0054,F,class 3,35,History,8/10/2011
P0054,F,class 3,53,English,7/11/2011
P0054,F,class 3,43,Math,7/11/2011
P0054,F,class 3,37,History,7/11/2011
P0054,F,class 3,79,English,6/11/2011
P0054,F,class 3,86,Math,6/11/2011
P0054,F,class 3,16,History,6/11/2011
P0054,F,class 3,46,English,5/12/2011
P0054,F,class 3,41,Math,5/12/2011
P0054,F,class 3,23,History,5/12/2011
P0054,F,class 3,84,English,4/12/2011
P0054,F,class 3,28,Math,4/12/2011
P0054,F,class 3,32,History,4/12/2011
P0054,F,class 3,29,English,3/13/2011
P0054,F,class 3,9,Math,3/13/2011
P0054,F,class 3,9,History,3/13/2011
P0054,F,class 3,85,English,2/11/2011
P0054,F,class 3,43,Math,2/11/2011
P0054,F,class 3,61,History,2/11/2011
P0054,F,class 3,82,English,1/12/2011
P0054,F,class 3,8,Math,1/12/2011
P0054,F,class 3,71,History,1/12/2011
P0054,F,class 3,17,English,12/13/2010
P0054,F,class 3,63,Math,12/13/2010
P0054,F,class 3,71,History,12/13/2010
P0054,F,class 3,65,English,11/13/2010
P0054,F,class 3,35,Math,11/13/2010
P0054,F,class 3,50,History,11/13/2010
P0054,F,class 3,16,English,10/14/2010
P0054,F,class 3,22,Math,10/14/2010
P0054,F,class 3,11,History,10/14/2010
P0054,F,class 3,41,English,9/14/2010
P0054,F,class 3,11,Math,9/14/2010
P0054,F,class 3,85,History,9/14/2010
P0054,F,class 3,30,English,8/15/2010
P0054,F,class 3,41,Math,8/15/2010
P0054,F,class 3,26,History,8/15/2010
P0054,F,class 3,82,English,7/16/2010
P0054,F,class 3,100,Math,7/16/2010
P0054,F,class 3,60,History,7/16/2010
P0054,F,class 3,30,English,6/16/2010
P0054,F,class 3,24,Math,6/16/2010
P0054,F,class 3,84,History,6/16/2010
P0055,F,class 1,97,English,11/2/2012
P0055,F,class 1,34,Math,11/2/2012
P0055,F,class 1,54,History,11/2/2012
P0055,F,class 1,64,English,10/3/2012
P0055,F,class 1,81,Math,10/3/2012
P0055,F,class 1,6,History,10/3/2012
P0055,F,class 1,42,English,9/3/2012
P0055,F,class 1,25,Math,9/3/2012
P0055,F,class 1,23,History,9/3/2012
P0055,F,class 1,56,English,8/4/2012
P0055,F,class 1,52,Math,8/4/2012
P0055,F,class 1,13,History,8/4/2012
P0055,F,class 1,16,English,7/5/2012
P0055,F,class 1,100,Math,7/5/2012
P0055,F,class 1,64,History,7/5/2012
P0055,F,class 1,69,English,6/5/2012
P0055,F,class 1,78,Math,6/5/2012
P0055,F,class 1,30,History,6/5/2012
P0055,F,class 1,1,English,5/6/2012
P0055,F,class 1,90,Math,5/6/2012
P0055,F,class 1,6,History,5/6/2012
P0055,F,class 1,70,English,4/6/2012
P0055,F,class 1,72,Math,4/6/2012
P0055,F,class 1,55,History,4/6/2012
P0055,F,class 1,47,English,3/7/2012
P0055,F,class 1,95,Math,3/7/2012
P0055,F,class 1,4,History,3/7/2012
P0055,F,class 1,47,English,2/6/2012
P0055,F,class 1,34,Math,2/6/2012
P0055,F,class 1,27,History,2/6/2012
P0055,F,class 1,97,English,1/7/2012
P0055,F,class 1,46,Math,1/7/2012
P0055,F,class 1,19,History,1/7/2012
P0055,F,class 1,61,English,12/8/2011
P0055,F,class 1,78,Math,12/8/2011
P0055,F,class 1,20,History,12/8/2011
P0055,F,class 1,98,English,11/8/2011
P0055,F,class 1,34,Math,11/8/2011
P0055,F,class 1,21,History,11/8/2011
P0055,F,class 1,62,English,10/9/2011
P0055,F,class 1,47,Math,10/9/2011
P0055,F,class 1,32,History,10/9/2011
P0055,F,class 1,9,English,9/9/2011
P0055,F,class 1,89,Math,9/9/2011
P0055,F,class 1,39,History,9/9/2011
P0055,F,class 1,65,English,8/10/2011
P0055,F,class 1,87,Math,8/10/2011
P0055,F,class 1,9,History,8/10/2011
P0055,F,class 1,71,English,7/11/2011
P0055,F,class 1,84,Math,7/11/2011
P0055,F,class 1,18,History,7/11/2011
P0055,F,class 1,100,English,6/11/2011
P0055,F,class 1,60,Math,6/11/2011
P0055,F,class 1,39,History,6/11/2011
P0055,F,class 1,93,English,5/12/2011
P0055,F,class 1,88,Math,5/12/2011
P0055,F,class 1,30,History,5/12/2011
P0055,F,class 1,26,English,4/12/2011
P0055,F,class 1,71,Math,4/12/2011
P0055,F,class 1,12,History,4/12/2011
P0055,F,class 1,59,English,3/13/2011
P0055,F,class 1,59,Math,3/13/2011
P0055,F,class 1,26,History,3/13/2011
P0055,F,class 1,14,English,2/11/2011
P0055,F,class 1,95,Math,2/11/2011
P0055,F,class 1,72,History,2/11/2011
P0055,F,class 1,9,English,1/12/2011
P0055,F,class 1,52,Math,1/12/2011
P0055,F,class 1,53,History,1/12/2011
P0055,F,class 1,49,English,12/13/2010
P0055,F,class 1,24,Math,12/13/2010
P0055,F,class 1,29,History,12/13/2010
P0055,F,class 1,81,English,11/13/2010
P0055,F,class 1,66,Math,11/13/2010
P0055,F,class 1,35,History,11/13/2010
P0055,F,class 1,56,English,10/14/2010
P0055,F,class 1,78,Math,10/14/2010
P0055,F,class 1,26,History,10/14/2010
P0055,F,class 1,75,English,9/14/2010
P0055,F,class 1,38,Math,9/14/2010
P0055,F,class 1,92,History,9/14/2010
P0055,F,class 1,57,English,8/15/2010
P0055,F,class 1,96,Math,8/15/2010
P0055,F,class 1,9,History,8/15/2010
P0055,F,class 1,94,English,7/16/2010
P0055,F,class 1,37,Math,7/16/2010
P0055,F,class 1,44,History,7/16/2010
P0055,F,class 1,31,English,6/16/2010
P0055,F,class 1,18,Math,6/16/2010
P0055,F,class 1,96,History,6/16/2010
P0056,F,class 4,49,English,11/2/2012
P0056,F,class 4,46,Math,11/2/2012
P0056,F,class 4,98,History,11/2/2012
P0056,F,class 4,84,English,10/3/2012
P0056,F,class 4,58,Math,10/3/2012
P0056,F,class 4,63,History,10/3/2012
P0056,F,class 4,84,English,9/3/2012
P0056,F,class 4,2,Math,9/3/2012
P0056,F,class 4,23,History,9/3/2012
P0056,F,class 4,23,English,8/4/2012
P0056,F,class 4,28,Math,8/4/2012
P0056,F,class 4,97,History,8/4/2012
P0056,F,class 4,11,English,7/5/2012
P0056,F,class 4,18,Math,7/5/2012
P0056,F,class 4,14,History,7/5/2012
P0056,F,class 4,40,English,6/5/2012
P0056,F,class 4,33,Math,6/5/2012
P0056,F,class 4,99,History,6/5/2012
P0056,F,class 4,12,English,5/6/2012
P0056,F,class 4,63,Math,5/6/2012
P0056,F,class 4,38,History,5/6/2012
P0056,F,class 4,24,English,4/6/2012
P0056,F,class 4,89,Math,4/6/2012
P0056,F,class 4,16,History,4/6/2012
P0056,F,class 4,33,English,3/7/2012
P0056,F,class 4,25,Math,3/7/2012
P0056,F,class 4,13,History,3/7/2012
P0056,F,class 4,84,English,2/6/2012
P0056,F,class 4,59,Math,2/6/2012
P0056,F,class 4,51,History,2/6/2012
P0056,F,class 4,21,English,1/7/2012
P0056,F,class 4,9,Math,1/7/2012
P0056,F,class 4,21,History,1/7/2012
P0056,F,class 4,27,English,12/8/2011
P0056,F,class 4,57,Math,12/8/2011
P0056,F,class 4,25,History,12/8/2011
P0056,F,class 4,83,English,11/8/2011
P0056,F,class 4,39,Math,11/8/2011
P0056,F,class 4,50,History,11/8/2011
P0056,F,class 4,49,English,10/9/2011
P0056,F,class 4,49,Math,10/9/2011
P0056,F,class 4,81,History,10/9/2011
P0056,F,class 4,99,English,9/9/2011
P0056,F,class 4,8,Math,9/9/2011
P0056,F,class 4,28,History,9/9/2011
P0056,F,class 4,56,English,8/10/2011
P0056,F,class 4,17,Math,8/10/2011
P0056,F,class 4,10,History,8/10/2011
P0056,F,class 4,87,English,7/11/2011
P0056,F,class 4,100,Math,7/11/2011
P0056,F,class 4,10,History,7/11/2011
P0056,F,class 4,5,English,6/11/2011
P0056,F,class 4,67,Math,6/11/2011
P0056,F,class 4,34,History,6/11/2011
P0056,F,class 4,82,English,5/12/2011
P0056,F,class 4,35,Math,5/12/2011
P0056,F,class 4,69,History,5/12/2011
P0056,F,class 4,25,English,4/12/2011
P0056,F,class 4,92,Math,4/12/2011
P0056,F,class 4,86,History,4/12/2011
P0056,F,class 4,89,English,3/13/2011
P0056,F,class 4,72,Math,3/13/2011
P0056,F,class 4,24,History,3/13/2011
P0056,F,class 4,45,English,2/11/2011
P0056,F,class 4,35,Math,2/11/2011
P0056,F,class 4,54,History,2/11/2011
P0056,F,class 4,95,English,1/12/2011
P0056,F,class 4,9,Math,1/12/2011
P0056,F,class 4,14,History,1/12/2011
P0056,F,class 4,32,English,12/13/2010
P0056,F,class 4,76,Math,12/13/2010
P0056,F,class 4,85,History,12/13/2010
P0056,F,class 4,88,English,11/13/2010
P0056,F,class 4,25,Math,11/13/2010
P0056,F,class 4,67,History,11/13/2010
P0056,F,class 4,94,English,10/14/2010
P0056,F,class 4,5,Math,10/14/2010
P0056,F,class 4,87,History,10/14/2010
P0056,F,class 4,56,English,9/14/2010
P0056,F,class 4,54,Math,9/14/2010
P0056,F,class 4,13,History,9/14/2010
P0056,F,class 4,54,English,8/15/2010
P0056,F,class 4,85,Math,8/15/2010
P0056,F,class 4,87,History,8/15/2010
P0056,F,class 4,65,English,7/16/2010
P0056,F,class 4,35,Math,7/16/2010
P0056,F,class 4,62,History,7/16/2010
P0056,F,class 4,61,English,6/16/2010
P0056,F,class 4,26,Math,6/16/2010
P0056,F,class 4,3,History,6/16/2010
P0057,M,class 4,37,English,11/2/2012
P0057,M,class 4,98,Math,11/2/2012
P0057,M,class 4,45,History,11/2/2012
P0057,M,class 4,22,English,10/3/2012
P0057,M,class 4,50,Math,10/3/2012
P0057,M,class 4,83,History,10/3/2012
P0057,M,class 4,48,English,9/3/2012
P0057,M,class 4,3,Math,9/3/2012
P0057,M,class 4,76,History,9/3/2012
P0057,M,class 4,82,English,8/4/2012
P0057,M,class 4,6,Math,8/4/2012
P0057,M,class 4,77,History,8/4/2012
P0057,M,class 4,79,English,7/5/2012
P0057,M,class 4,9,Math,7/5/2012
P0057,M,class 4,98,History,7/5/2012
P0057,M,class 4,15,English,6/5/2012
P0057,M,class 4,29,Math,6/5/2012
P0057,M,class 4,64,History,6/5/2012
P0057,M,class 4,4,English,5/6/2012
P0057,M,class 4,4,Math,5/6/2012
P0057,M,class 4,31,History,5/6/2012
P0057,M,class 4,76,English,4/6/2012
P0057,M,class 4,25,Math,4/6/2012
